,,,,,,,,,,
Type(number),Type (file name),Date,Authors (full name),Authors (initials),Title,Reference (text),Link (text),Link (http),2nd Link (text),2nd Link (http)
4,galaxy and structure formation,2020-05-26,"M. G. Aartsen, R. Abbasi, M. Ackermann, J. Adams, J. A. Aguilar, M. Ahlers, M. Ahrens, C. Alispach, N. M. Amin, K. Andeen, T. Anderson, I. Ansseau, G. Anton, C. Argüelles, J. Auffenberg, S. Axani, H. Bagherpour, X. Bai, A. Balagopal V., A. Barbano, S. W. Barwick, B. Bastian, V. Basu, V. Baum, S. Baur, R. Bay, J. J. Beatty, K.-H. Becker, J. Becker Tjus, S. BenZvi, D. Berley, E. Bernardini, D. Z. Besson, G. Binder, D. Bindig, E. Blaufuss, S. Blot, C. Bohm, S. Böser, O. Botner, J. Böttcher, E. Bourbeau, J. Bourbeau, F. Bradascio, J. Braun, S. Bron, J. Brostean-Kaiser, A. Burgman, J. Buscher, R. S. Busse, T. Carver, C. Chen, E. Cheung, D. Chirkin, S. Choi, B. A. Clark, K. Clark, L. Classen, A. Coleman, G. H. Collin, J. M. Conrad, P. Coppin, P. Correa, D. F. Cowen, R. Cross, P. Dave, C. De Clercq, J. J. DeLaunay, H. Dembinski, K. Deoskar, S. De Ridder, A. Desai, P. Desiati, K. D. de Vries, G. de Wasseige, M. de With, T. DeYoung, S. Dharani, A. Diaz, J. C. Díaz-Vélez, H. Dujmovic, M. Dunkman, M. A. DuVernois, E. Dvorak, T. Ehrhardt, P. Eller, R. Engel, P. A. Evenson, S. Fahey, A. R. Fazely, A. Fedynitch, J. Felde, A. T. Fienberg, K. Filimonov, C. Finley, D. Fox, A. Franckowiak, E. Friedman, A. Fritz, T. K. Gaisser , J. Gallagher, E. Ganster, S. Garrappa, L. Gerhardt, T. Glauch, T. Glüsenkamp, A. Goldschmidt, J. G. Gonzalez, D. Grant, T. Grégoire, Z. Griffith, S. Griswold, M. Günder, M. Gündüz, C. Haack, A. Hallgren, R. Halliday, L. Halve, F. Halzen, K. Hanson, J. Hardin, A. Haungs, S. Hauser, D. Hebecker, D. Heereman, P. Heix, K. Helbing, R. Hellauer, F. Henningsen, S. Hickford, J. Hignight, G. C. Hill, K. D. Hoffman, R. Hoffmann, T. Hoinka, B. Hokanson-Fasig, K. Hoshina, F. Huang, M. Huber, T. Huber, K. Hultqvist, M. Hünnefeld, R. Hussain, S. In, N. Iovine, A. Ishihara, M. Jansson, G. S. Japaridze, M. Jeong, B. J. P. Jones, F. Jonske, R. Joppe, D. Kang, W. Kang, A. Kappes, D. Kappesser, T. Karg, M. Karl, A. Karle, U. Katz, M. Kauer, M. Kellermann, J. L. Kelley, A. Kheirandish, J. Kim, T. Kintscher, J. Kiryluk, T. Kittler, S. R. Klein, R. Koirala, H. Kolanoski, L. Köpke, C. Kopper, S. Kopper, D. J. Koskinen, P. Koundal, M. Kowalski, K. Krings, G. Krückl, N. Kulacz, N. Kurahashi, A. Kyriacou, J. L. Lanfranchi, M. J. Larson, F. Lauber, J. P. Lazar, K. Leonard, A. Leszczyńska, Y. Li, Q. R. Liu, E. Lohfink, C. J. Lozano Mariscal, L. Lu, F. Lucarelli, A. Ludwig, J. Lünemann, W. Luszczak, Y. Lyu, W. Y. Ma, J. Madsen, G. Maggi, K. B. M. Mahn, Y. Makino, P. Mallik, S. Mancina, I. C. Mariş, R. Maruyama, K. Mase, R. Maunu, F. McNally, K. Meagher, M. Medici, A. Medina, M. Meier, S. Meighen-Berger, J. Merz, T. Meures, J. Micallef, D. Mockler, G. Momenté, T. Montaruli, R. W. Moore, R. Morse, M. Moulai, P. Muth, R. Nagai, U. Naumann, G. Neer, L. V. Nguyen, H. Niederhausen, M. U. Nisa, S. C. Nowicki, D. R. Nygren, A. Obertacke Pollmann, M. Oehler, A. Olivas, A. O'Murchadha, E. O'Sullivan, T. Palczewski, H. Pandya, D. V. Pankova, N. Park, G. K. Parker, E. N. Paudel, P. Peiffer, C. Pérez de los Heros, S. Philippen, D. Pieloth, S. Pieper, E. Pinat, A. Pizzuto, M. Plum, Y. Popovych, A. Porcelli, M. Prado Rodriguez, P. B. Price, G. T. Przybylski, C. Raab, A. Raissi, M. Rameez, L. Rauch, K. Rawlins, I. C. Rea, A. Rehman, R. Reimann, B. Relethford, M. Renschler, G. Renzi, E. Resconi, W. Rhode, M. Richman, B. Riedel, S. Robertson, M. Rongen, C. Rott, T. Ruhe, D. Ryckbosch, D. Rysewyk Cantu, I. Safa, S. E. Sanchez Herrera, A. Sandrock, J. Sandroos, M. Santander, S. Sarkar, S. Sarkar, K. Satalecka, M. Scharf, M. Schaufel, H. Schieler, P. Schlunder, T. Schmidt, A. Schneider, J. Schneider, F. G. Schröder, L. Schumacher, S. Sclafani, D. Seckel, S. Seunarine, S. Shefali, M. Silva, B. Smithers, R. Snihur, J. Soedingrekso, D. Soldin, M. Song, G. M. Spiczak, C. Spiering, J. Stachurska, M. Stamatikos, T. Stanev, R. Stein, J. Stettner, A. Steuer, T. Stezelberger, R. G. Stokstad, A. Stößl, N. L. Strotjohann, T. Stürwald, T. Stuttard, G. W. Sullivan, I. Taboada, F. Tenholt, S. Ter-Antonyan, A. Terliuk, S. Tilav, K. Tollefson, L. Tomankova, C. Tönnis, S. Toscano, D. Tosi, A. Trettin, M. Tselengidou, C. F. Tung, A. Turcati, R. Turcotte, C. F. Turley, B. Ty, E. Unger, M. A. Unland Elorrieta, M. Usner, J. Vandenbroucke, W. Van Driessche, D. van Eijk, N. van Eijndhoven, D. Vannerom, J. van Santen, S. Verpoest, M. Vraeghe, C. Walck, A. Wallace, M. Wallraff, T. B. Watson, C. Weaver, A. Weindl, M. J. Weiss, J. Weldert, C. Wendt, J. Werthebach, B. J. Whelan, N. Whitehorn, K. Wiebe, C. H. Wiebusch, D. R. Williams, L. Wills, M. Wolf, T. R. Wood, K. Woschnagg, G. Wrede, J. Wulff, X. W. Xu, Y. Xu, J. P. Yanez, G. Yodh, S. Yoshida, T. Yuan, Z. Zhang, M. Zöcklein","M. G. Aartsen, R. Abbasi, M. Ackermann, J. Adams, J. A. Aguilar, M. Ahlers, M. Ahrens, C. Alispach, N. M. Amin, K. Andeen, T. Anderson, I. Ansseau, G. Anton, C. Argüelles, J. Auffenberg, S. Axani, H. Bagherpour, X. Bai, A. Balagopal V., A. Barbano, S. W. Barwick, B. Bastian, V. Basu, V. Baum, S. Baur, R. Bay, J. J. Beatty, K.-H. Becker, J. Becker Tjus, S. BenZvi, D. Berley, E. Bernardini, D. Z. Besson, G. Binder, D. Bindig, E. Blaufuss, S. Blot, C. Bohm, S. Böser, O. Botner, J. Böttcher, E. Bourbeau, J. Bourbeau, F. Bradascio, J. Braun, S. Bron, J. Brostean-Kaiser, A. Burgman, J. Buscher, R. S. Busse, T. Carver, C. Chen, E. Cheung, D. Chirkin, S. Choi, B. A. Clark, K. Clark, L. Classen, A. Coleman, G. H. Collin, J. M. Conrad, P. Coppin, P. Correa, D. F. Cowen, R. Cross, P. Dave, C. De Clercq, J. J. DeLaunay, H. Dembinski, K. Deoskar, S. De Ridder, A. Desai, P. Desiati, K. D. de Vries, G. de Wasseige, M. de With, T. DeYoung, S. Dharani, A. Diaz, J. C. Díaz-Vélez, H. Dujmovic, M. Dunkman, M. A. DuVernois, E. Dvorak, T. Ehrhardt, P. Eller, R. Engel, P. A. Evenson, S. Fahey, A. R. Fazely, A. Fedynitch, J. Felde, A. T. Fienberg, K. Filimonov, C. Finley, D. Fox, A. Franckowiak, E. Friedman, A. Fritz, T. K. Gaisser , J. Gallagher, E. Ganster, S. Garrappa, L. Gerhardt, T. Glauch, T. Glüsenkamp, A. Goldschmidt, J. G. Gonzalez, D. Grant, T. Grégoire, Z. Griffith, S. Griswold, M. Günder, M. Gündüz, C. Haack, A. Hallgren, R. Halliday, L. Halve, F. Halzen, K. Hanson, J. Hardin, A. Haungs, S. Hauser, D. Hebecker, D. Heereman, P. Heix, K. Helbing, R. Hellauer, F. Henningsen, S. Hickford, J. Hignight, G. C. Hill, K. D. Hoffman, R. Hoffmann, T. Hoinka, B. Hokanson-Fasig, K. Hoshina, F. Huang, M. Huber, T. Huber, K. Hultqvist, M. Hünnefeld, R. Hussain, S. In, N. Iovine, A. Ishihara, M. Jansson, G. S. Japaridze, M. Jeong, B. J. P. Jones, F. Jonske, R. Joppe, D. Kang, W. Kang, A. Kappes, D. Kappesser, T. Karg, M. Karl, A. Karle, U. Katz, M. Kauer, M. Kellermann, J. L. Kelley, A. Kheirandish, J. Kim, T. Kintscher, J. Kiryluk, T. Kittler, S. R. Klein, R. Koirala, H. Kolanoski, L. Köpke, C. Kopper, S. Kopper, D. J. Koskinen, P. Koundal, M. Kowalski, K. Krings, G. Krückl, N. Kulacz, N. Kurahashi, A. Kyriacou, J. L. Lanfranchi, M. J. Larson, F. Lauber, J. P. Lazar, K. Leonard, A. Leszczyńska, Y. Li, Q. R. Liu, E. Lohfink, C. J. Lozano Mariscal, L. Lu, F. Lucarelli, A. Ludwig, J. Lünemann, W. Luszczak, Y. Lyu, W. Y. Ma, J. Madsen, G. Maggi, K. B. M. Mahn, Y. Makino, P. Mallik, S. Mancina, I. C. Mariş, R. Maruyama, K. Mase, R. Maunu, F. McNally, K. Meagher, M. Medici, A. Medina, M. Meier, S. Meighen-Berger, J. Merz, T. Meures, J. Micallef, D. Mockler, G. Momenté, T. Montaruli, R. W. Moore, R. Morse, M. Moulai, P. Muth, R. Nagai, U. Naumann, G. Neer, L. V. Nguyen, H. Niederhausen, M. U. Nisa, S. C. Nowicki, D. R. Nygren, A. Obertacke Pollmann, M. Oehler, A. Olivas, A. O'Murchadha, E. O'Sullivan, T. Palczewski, H. Pandya, D. V. Pankova, N. Park, G. K. Parker, E. N. Paudel, P. Peiffer, C. Pérez de los Heros, S. Philippen, D. Pieloth, S. Pieper, E. Pinat, A. Pizzuto, M. Plum, Y. Popovych, A. Porcelli, M. Prado Rodriguez, P. B. Price, G. T. Przybylski, C. Raab, A. Raissi, M. Rameez, L. Rauch, K. Rawlins, I. C. Rea, A. Rehman, R. Reimann, B. Relethford, M. Renschler, G. Renzi, E. Resconi, W. Rhode, M. Richman, B. Riedel, S. Robertson, M. Rongen, C. Rott, T. Ruhe, D. Ryckbosch, D. Rysewyk Cantu, I. Safa, S. E. Sanchez Herrera, A. Sandrock, J. Sandroos, M. Santander, S. Sarkar, S. Sarkar, K. Satalecka, M. Scharf, M. Schaufel, H. Schieler, P. Schlunder, T. Schmidt, A. Schneider, J. Schneider, F. G. Schröder, L. Schumacher, S. Sclafani, D. Seckel, S. Seunarine, S. Shefali, M. Silva, B. Smithers, R. Snihur, J. Soedingrekso, D. Soldin, M. Song, G. M. Spiczak, C. Spiering, J. Stachurska, M. Stamatikos, T. Stanev, R. Stein, J. Stettner, A. Steuer, T. Stezelberger, R. G. Stokstad, A. Stößl, N. L. Strotjohann, T. Stürwald, T. Stuttard, G. W. Sullivan, I. Taboada, F. Tenholt, S. Ter-Antonyan, A. Terliuk, S. Tilav, K. Tollefson, L. Tomankova, C. Tönnis, S. Toscano, D. Tosi, A. Trettin, M. Tselengidou, C. F. Tung, A. Turcati, R. Turcotte, C. F. Turley, B. Ty, E. Unger, M. A. Unland Elorrieta, M. Usner, J. Vandenbroucke, W. Van Driessche, D. van Eijk, N. van Eijndhoven, D. Vannerom, J. van Santen, S. Verpoest, M. Vraeghe, C. Walck, A. Wallace, M. Wallraff, T. B. Watson, C. Weaver, A. Weindl, M. J. Weiss, J. Weldert, C. Wendt, J. Werthebach, B. J. Whelan, N. Whitehorn, K. Wiebe, C. H. Wiebusch, D. R. Williams, L. Wills, M. Wolf, T. R. Wood, K. Woschnagg, G. Wrede, J. Wulff, X. W. Xu, Y. Xu, J. P. Yanez, G. Yodh, S. Yoshida, T. Yuan, Z. Zhang, M. Zöcklein",An eV-scale sterile neutrino search using eight years of atmospheric muon neutrino data from the IceCube Neutrino Observatory,arXiv:2005.12942,arXiv:2005.12942,https://arxiv.org/abs/2005.12942,,
5,old-systems,2020-07-01,"Jinyi Yang, Feige Wang, Xiaohui Fan, Joseph F. Hennawi, Frederick B. Davies, Minghao Yue, Eduardo Banados, Xue-Bing Wu, Bram Venemans, Aaron J. Barth, Fuyan Bian, Konstantina Boutsia, Roberto Decarli, Emanuele Paolo Farina, Richard Green, Linhua Jiang, Jiang-Tao Li, Chiara Mazzucchelli, Fabian Walter","J. Yang, F. Wang, X. Fan, J.F. Hennawi, F.B. Davies, M. Yue, E. Banados, X.-B. Wu, B. Venemans, A.J. Barth, F. Bian, K. Boutsia, R. Decarli, E.P. Farina, R. Green, L. Jiang, J.-T. Li, C. Mazzucchelli, F. Walter",Pōniuā'ena: A Luminous z=7.5 Quasar Hosting a 1.5 Billion Solar Mass Black Hole,"The Astrophysical Journal Letters 897, Number 1, p. L14, 2020",doi: 10.3847/2041-8213/ab9c26,https://doi.org/10.3847/2041-8213/ab9c26,arXiv:2006.13452,https://arxiv.org/abs/2006.13452
3,nucleosynthesis,2017-10-06,"Richard T. Scherrer, Robert J. Scherrer","R.T. Scherrer, R.J. Scherrer",Big bang nucleosynthesis with stable 8Be and the primordial lithium problem,"Phys. Rev. D 96, 083507 (2017)",doi: 10.1103/PhysRevD.96.083507,https://doi.org/10.1103/PhysRevD.96.083507,arXiv:1707.03852,https://arxiv.org/abs/1707.03852
6,cosmology,2014-06-20,"Cormac O’Raifeartaigh, Brendan McCann, Werner Nahm, Simon Mitton","C. O’Raifeartaigh, B. McCann, W. Nahm, S. Mitton",Einstein’s steady-state theory: an abandoned model of the cosmos,"Eur. Phys. J. H 39, 353-367, 2014",doi: 10.1140/epjh/e2014-50011-x,https://doi.org/10.1140/epjh/e2014-50011-x,arXiv:1402.0132,https://arxiv.org/abs/1402.0132
5,old-systems,2020-08-03,"Takashi Kojima, Masami Ouchi, Michael Rauch, Yoshiaki Ono, Kimihiko Nakajima, Yuki Isobe, Seiji Fujimoto, Yuichi Harikane, Takuya Hashimoto, Masao Hayashi, Yutaka Komiyama, Haruka Kusakabe, Ji Hoon Kim, Chien-Hsiu Lee, Shiro Mukae, Tohru Nagao, Masato Onodera, Takatoshi Shibuya, Yuma Sugahara, Masayuki Umemura, Kiyoto Yabe","T. Kojima, M. Ouchi, M. Rauch, Y. Ono, K. Nakajima, Y. Isobe, S. Fujimoto, Y. Harikane, T. Hashimoto, M. Hayashi, Y. Komiyama, H. Kusakabe, J. Hoon Kim, C.-H. Lee, S. Mukae, T. Nagao, M. Onodera, T. Shibuya, Y. Sugahara, M. Umemura, K. Yabe",Extremely Metal-poor Representatives Explored by the Subaru Survey (EMPRESS). I. A Successful Machine-learning Selection of Metal-poor Galaxies and the Discovery of a Galaxy with M* < 10^6 M_sun and 0.016 Z_sun,"The Astrophysical Journal, Volume 898, Number 2, 2020",doi: 10.3847/1538-4357/aba047,https://dx.doi.org/10.3847/1538-4357/aba047,arXiv:1910.08559,https://arxiv.org/abs/1910.08559
3,nucleosynthesis,2019-06-20,"V. Singh, J. Lahiri, D. Bhowmick, D.N. Basu","V. Singh, J. Lahiri, D. Bhowmick, D.N. Basu",Big-Bang Nucleosynthesis and Primordial Lithium Abundance Problem,"Journal of Experimental and Theoretical Physics 128, 707–712, 2019",doi: 10.1134/S1063776119040058,https://doi.org/10.1134/S1063776119040058,,
5,old-systems,2020-08-12,"F. Rizzo, S. Vegetti, D. Powell, F. Fraternali, J.P. McKean, H.R. Stacey, S.D.M. White","F. Rizzo, S. Vegetti, D. Powell, F. Fraternali, J.P. McKean, H.R. Stacey, S.D.M. White",A dynamically cold disk galaxy in the early Universe,"Nature 584, 201–204, 2020",doi: 10.1038/s41586-020-2572-6,https://doi.org/10.1038/s41586-020-2572-6,https://www.eso.org/public/archives/releases/sciencepapers/eso2013/eso2013a.pdf,
4,galaxy and structure formation,2020-08-20,"Kevork N. Abazajian, Shunsaku Horiuchi, Manoj Kaplinghat, Ryan E. Keeley, Oscar Macias","K.N. Abazajian, S. Horiuchi, M. Kaplinghat, R.E. Keeley, O. Macias",Strong constraints on thermal relic dark matter from Fermi-LAT observations of the Galactic Center,"Phys. Rev. D 102, 043012, 2020",doi: 10.1103/PhysRevD.102.043012,https://doi.org/10.1103/PhysRevD.102.043012,arXiv:2003.10416,https://arxiv.org/abs/2003.10416
6,cosmology,2020-10-12,"Marika Asgari, Chieh-An Lin, Benjamin Joachimi, Benjamin Giblin, Catherine Heymans, Hendrik Hildebrandt, Arun Kannawadi, Benjamin Stölzner, Tilman Tröster, Jan Luca van den Busch, Angus H. Wright, Maciej Bilicki, Chris Blake, Jelte de Jong, Andrej Dvornik, Thomas Erben, Fedor Getman, Henk Hoekstra, Fabian Köhlinger, Konrad Kuijken, Lance Miller, Mario Radovich, Peter Schneider, HuanYuan Shan, Edwin Valentijn","M. Asgari, C.-A. Lin, B. Joachimi, B. Giblin, C. Heymans, H. Hildebrandt, A. Kannawadi, B. Stölzner, T. Tröster, J.L. van den Busch, A.H. Wright, M. Bilicki, C. Blake, J. de Jong, A. Dvornik, T. Erben, F. Getman, H. Hoekstra, F. Köhlinger, K. Kuijken, L. Miller, M. Radovich, P. Schneider, H. Shan",KiDS-1000 cosmology: Cosmic shear constraints and comparison between two point statistics,"A&A, Forthcoming article",doi: 10.1051/0004-6361/202039070,https://doi.org/10.1051/0004-6361/202039070,arXiv:2007.15633,https://arxiv.org/abs/2007.15633
5,old-systems,2016-08-30,"Tao Wang, David Elbaz, Emanuele Daddi, Alexis Finoguenov, Daizhong Liu, Corentin Schreiber, Sergio Martin, Veronica Strazzullo, Francesco Valentino, Remco van der Burg, Anita Zanella, Laure Ciesla, Raphael Gobat, Amandine Le Brun, Maurilio Pannella, Mark Sargent, Xinwen Shu, Qinghua Tan, Nico Cappelluti, Yanxia Li","T. Wang, D. Elbaz, E. Daddi, A. Finoguenov, D. Liu, C. Schreiber, S. Martin, V. Strazzullo, F. Valentino, R. van der Burg, A. Zanella, L. Ciesla, R. Gobat, A. Le Brun, M. Pannella, M. Sargent, X. Shu, Q. Tan, N. Cappelluti, Y. Li",Discovery of a galaxy cluster with a violently starbursting core at z=2.506,"The Astrophysical Journal 828, Number 1, 2016",doi: 10.3847/0004-637X/828/1/56,https://doi.org/10.3847/0004-637X/828/1/56,arXiv:1604.07404,https://arxiv.org/abs/1604.07404
3,nucleosynthesis,2020-11-20,"Søren S. Larsen, Aaron J. Romanowsky, Jean P. Brodie, Asher Wasserman","S.S. Larsen, A.J. Romanowsky, J.P. Brodie, A. Wasserman",An extremely metal-deficient globular cluster in the Andromeda Galaxy,"Science 370, Issue 6519, pp. 970-973, 20 Nov 2020",doi: 10.1126/science.abb1970,https://dx.doi.org/10.1126/science.abb1970,arXiv:2010.07395,https://arxiv.org/abs/2010.07395
6,cosmology,1996-03-01,Virginia Trimble,V. Trimble,The Universe at large: The Department of celestial magnetism. Part 2.,"SLAC Beam Line 26N1, p. 38, 1996",inspirehep.net/literature/434726,https://inspirehep.net/literature/434726,www.slac.stanford.edu/pubs/beamline/26/1/26-1-trimble.pdf,http://www.slac.stanford.edu/pubs/beamline/26/1/26-1-trimble.pdf
4,galaxy and structure formation,2016,Berkeley Breathed,B. Breathed,Bloom County: “Dark Matter [Energy] Explains Everything”,,,,,
1,redshift,2020-11-24,"Shumpei Nagoshi, Fumihide Iwamuro, Kazuma Wada, Tomoki Saito","S. Nagoshi, F. Iwamuro, K. Wada, T. Saito","Discovery of a new extreme changing-state quasar with 4 mag variation, SDSS J125809.31+351943.0","Publications of the Astronomical Society of Japan, Volume 73, Issue 1, Pages 122–131, February 2021",doi: 10.1093/pasj/psaa108,https://doi.org/10.1093/pasj/psaa108,arXiv:2011.01127,https://arxiv.org/abs/2011.01127
1,redshift,2021-01-18,"Jiang-Tao Li, Feige Wang, Jinyi Yang, Yuchen Zhang, Yuming Fu, Fuyan Bian, Joel N. Bregman, Xiaohui Fan, Qiong Li, Xue-Bing Wu, Xiaodi Yu","J.-T. Li, F. Wang, J. Yang, Y. Zhang, Y. Fu, F. Bian, J.N. Bregman, X. Fan, Q. Li, X.-B. Wu, X. Yu",Chandra Detection of Three X-ray Bright Quasars at z>5,"The Astrophysical Journal 906, No. 2, 135",doi: 10.3847/1538-4357/abc750,https://doi.org/10.3847/1538-4357/abc750,arXiv:2011.02358,https://arxiv.org/abs/2011.02358
3,nucleosynthesis,2020-12-02,"Shilun Jin, Luke F. Roberts, Sam M. Austin, Hendrik Schatz","S. Jin, L.F. Roberts, S.M. Austin, H. Schatz",Enhanced triple-α reaction reduces proton-rich nucleosynthesis in supernovae,"Nature 588, pp. 57–60, 2020",doi: 10.1038/s41586-020-2948-7,https://doi.org/10.1038/s41586-020-2948-7,,
4,galaxy and structure formation,2021-01-11,"Tod R. Lauer, Marc Postman, Harold A. Weaver, John R. Spencer, S. Alan Stern, Marc W. Buie, Daniel D. Durda, Carey M. Lisse, A. R. Poppe, Richard P. Binzel, Daniel T. Britt, Bonnie J. Buratti, Andrew F. Cheng, W.M. Grundy, Mihaly Horanyi J.J. Kavelaars, Ivan R. Linscott, William B. McKinnon, Jeffrey M. Moore, J. I. Nuñez, Catherine B. Olkin, Joel W. Parker, Simon B. Porter, Dennis C. Reuter, Stuart J. Robbins, Paul Schenk, Mark R. Showalter, Kelsi N. Singer, Anne. J. Verbiscer, Leslie A. Young","T.R. Lauer, M. Postman, H.A. Weaver, J.R. Spencer, S.A. Stern, M.W. Buie, D.D. Durda, C.M. Lisse, A.R. Poppe, R.P. Binzel, D.T. Britt, B.J. Buratti, A.F. Cheng, W.M. Grundy, M. Horanyi J.J. Kavelaars, I.R. Linscott, W.B. McKinnon, J.M. Moore, J.I. Nuñez, C.B. Olkin, J.W. Parker, S.B. Porter, D.C. Reuter, S.J. Robbins, P. Schenk, M.R. Showalter, K.N. Singer, A.J. Verbiscer, L.A. Young",New Horizons Observations of the Cosmic Optical Background,"The Astrophysical Journal 906, No. 2, 2021",doi: 10.3847/1538-4357/abc881,https://doi.org/10.3847/1538-4357/abc881,arXiv:2011.03052,https://arxiv.org/abs/2011.03052
5,old-systems,2020-12-10,"Paolo Saracco, Danilo Marchesini, Francesco La Barbera, Adriana Gargiulo, Marianna Annunziatella, Ben Forrest, Daniel J. Lange Vagle, Z. Cemile Marsan, Adam Muzzin, Mauro Stefanon, Gillian Wilson","P. Saracco, D. Marchesini, F. La Barbera, A. Gargiulo, M. Annunziatella, B. Forrest, D.J. Lange Vagle, Z. Cemile Marsan, A. Muzzin, M. Stefanon, G. Wilson","The Rapid Buildup of Massive Early-type Galaxies: Supersolar Metallicity, High Velocity Dispersion, and Young Age for an Early-type Galaxy at z = 3.35","The Astrophysical Journal 905, No. 1, 40, 2020",doi: 10.3847/1538-4357/abc7c4,https://doi.org/10.3847/1538-4357/abc7c4,arXiv:2011.04657,https://arxiv.org/abs/2011.04657
4,galaxy and structure formation,2021-01-08,"Oliver Müller, Marcel S. Pawlowski, Federico Lelli, Katja Fahrion, Marina Rejkuba, Michael Hilker, Jamie Kanehisa, Noam Libeskind, Helmut Jerjen","O. Müller, M.S. Pawlowski, F. Lelli, K. Fahrion, M. Rejkuba, M. Hilker, J. Kanehisa, N. Libeskind, H. Jerjen",The coherent motion of Cen A dwarf satellite galaxies remains a challenge for ΛCDM cosmology,"A&A 645, L5, 2021",doi: 10.1051/0004-6361/202039973,https://doi.org/10.1051/0004-6361/202039973,arXiv:2012.08138,https://arxiv.org/abs/2012.08138
1,redshift,2020-10-01,"Kenneth C. Wong, Sherry H. Suyu, Geoff C.-F. Chen, Cristian E. Rusu, Martin Millon, Dominique Sluse, Vivien Bonvin, Christopher D. Fassnacht, Stefan Taubenberger, Matthew W. Auger, Simon Birrer, James H. H. Chan, Frederic Courbin, Stefan Hilbert, Olga Tihhonova, Tommaso Treu, Adriano Agnello, Xuheng Ding, Inh Jee, Eiichiro Komatsu, Anowar J. Shajib, Alessandro Sonnenfeld, Roger D. Blandford, Léon V. E. Koopmans, Philip J. Marshall, Georges Meylan","K.C. Wong, S.H. Suyu, G.C.-F. Chen, C.E. Rusu, M. Millon, D. Sluse, V. Bonvin, C.D. Fassnacht, S. Taubenberger, M.W. Auger, S. Birrer, J.H.H. Chan, F. Courbin, S. Hilbert, O. Tihhonova, T. Treu, A. Agnello, X. Ding, I. Jee, E. Komatsu, A.J. Shajib, A. Sonnenfeld, R.D. Blandford, L.V.E. Koopmans, P.J. Marshall, G. Meylan",H0LiCOW – XIII. A 2.4 per cent measurement of H0 from lensed quasars: 5.3σ tension between early- and late-Universe probes,"Monthly Notices of the Royal Astronomical Society 498, Issue 1, Pages 1420–1439, October 2020",doi: 10.1093/mnras/stz3094,https://doi.org/10.1093/mnras/stz3094,,
